matches_gk,starts_gk,minutes_gk,nineties_gk,goals_ag,sot_ag,saves,gk_won,gk_drew,gk_lost,cs,pk_att_ag,pk_scored_ag,pk_saved,pk_missed_ag,season,comp,id
38,38,3420,38.0,23,107,85,24,11,3,21,2,1,1,0,21,FRA,fcb38f57
17,17,1530,17.0,17,61,45,13,2,2,5,1,1,0,0,22,FRA,08f5afaa
9,9,810,9.0,7,26,20,6,2,1,5,0,0,0,0,22,FRA,1d2d5cc8
29,29,2610,29.0,31,86,55,15,6,8,10,4,4,0,0,22,FRA,20b9f052
25,25,2250,25.0,62,133,72,3,8,14,0,5,5,0,0,22,FRA,2434f24a
7,7,630,7.0,8,24,16,1,3,3,1,2,2,0,0,22,FRA,28a65a2c
32,32,2880,32.0,56,139,85,9,10,13,7,8,8,0,0,22,FRA,28dabd43
13,11,1105,12.3,15,45,30,7,3,1,3,1,1,0,0,22,FRA,2c127b6f
22,22,1980,22.0,38,91,56,3,8,11,4,5,4,0,1,22,FRA,2d70dbe5
11,9,833,9.3,20,57,37,2,3,4,2,2,2,0,0,22,FRA,380a15e2
38,38,3420,38.0,57,170,115,13,9,16,7,4,4,0,0,22,FRA,3d214e5f
21,21,1890,21.0,28,85,58,8,7,6,2,2,2,0,0,22,FRA,3f034750
38,38,3420,38.0,48,155,105,15,10,13,8,7,4,3,0,22,FRA,4e7db402
38,38,3420,38.0,44,161,116,11,13,14,11,7,5,1,1,22,FRA,58ad9383
19,17,1542,17.1,30,87,57,4,5,8,5,2,2,0,0,22,FRA,5ee6e943
1,0,23,0.3,1,3,2,0,0,0,0,0,0,0,0,22,FRA,5f0241b2
24,23,2116,23.5,36,99,65,6,4,13,5,2,2,0,0,22,FRA,62124972
15,15,1197,13.3,27,67,42,2,5,8,1,1,1,0,0,22,FRA,667b65da
1,1,90,1.0,2,3,1,0,0,1,0,0,0,0,0,22,FRA,74733221
37,37,3330,37.0,43,130,88,16,12,9,13,4,4,0,0,22,FRA,834b5c4c
37,37,3330,37.0,35,141,105,20,7,10,14,5,4,1,0,22,FRA,8a2248b4
1,0,8,0.1,0,0,0,0,0,0,1,0,0,0,0,22,FRA,96fcd380
12,12,1080,12.0,13,36,22,6,1,5,4,2,1,1,0,22,FRA,9e17ccff
1,1,90,1.0,0,1,1,1,0,0,1,0,0,0,0,22,FRA,a4527d33
21,21,1875,20.8,39,91,54,2,8,11,3,3,3,0,0,22,FRA,ae7d0ecd
38,38,3420,38.0,40,141,104,20,9,9,11,9,8,0,1,22,FRA,afb0c500
15,15,1350,15.0,22,65,45,3,3,9,2,2,2,0,0,22,FRA,b98cea65
7,4,510,5.7,13,29,16,0,1,3,0,2,2,0,0,22,FRA,be13e5a8
13,13,1170,13.0,29,61,32,3,5,5,2,4,2,2,0,22,FRA,c252c705
29,29,2587,28.7,41,158,117,10,4,15,8,4,3,1,0,22,FRA,c631f952
25,25,2250,25.0,25,67,43,14,5,6,10,4,4,0,0,22,FRA,cecbce23
6,4,436,4.8,6,25,19,3,0,1,1,4,4,0,0,22,FRA,d6f6ce93
31,31,2790,31.0,45,135,92,8,8,15,8,8,8,0,0,22,FRA,db3164e1
1,1,90,1.0,1,5,4,0,0,1,0,0,0,0,0,22,FRA,db87a2c4
15,15,1304,14.5,33,66,34,3,5,7,3,3,3,0,0,22,FRA,e8c5dd4d
21,21,1856,20.6,18,78,60,13,6,2,7,2,2,0,0,22,FRA,ecada4fc
27,27,2313,25.7,33,100,66,10,8,9,5,4,3,1,0,22,FRA,edbe46dc
34,34,2982,33.1,45,148,105,14,11,9,8,4,3,1,0,22,FRA,f00de885
17,17,1530,17.0,20,62,47,6,6,5,8,5,4,1,0,22,FRA,f5dfc256
10,10,900,10.0,14,44,31,3,3,4,2,0,0,0,0,22,FRA,f7d3a773
16,16,1440,16.0,25,57,32,5,4,7,7,1,1,0,0,22,FRA,fbf83734
7,7,630,7.0,14,29,16,1,3,3,0,2,2,0,0,23,FRA,0810b6df
28,28,2520,28.0,28,111,83,21,3,4,11,2,1,1,0,23,FRA,08f5afaa
28,28,2520,28.0,48,138,89,10,5,13,5,6,3,3,0,23,FRA,0e12089d
1,0,82,0.9,0,4,4,0,0,0,1,0,0,0,0,23,FRA,1b729a98
27,27,2385,26.5,26,98,72,14,5,8,9,2,1,1,0,23,FRA,1d2d5cc8
25,25,2168,24.1,44,101,57,5,3,17,2,6,5,0,1,23,FRA,1e7aea56
24,24,2160,24.0,23,98,76,17,3,4,9,4,4,0,0,23,FRA,20b9f052
19,19,1710,19.0,41,96,55,3,4,12,2,3,3,0,0,23,FRA,2434f24a
20,20,1800,20.0,48,110,64,0,4,16,2,6,5,0,1,23,FRA,28dabd43
10,10,900,10.0,8,40,30,6,2,2,5,3,1,2,0,23,FRA,2fa2a875
5,4,408,4.5,11,25,13,0,1,3,0,3,1,1,1,23,FRA,3814120d
27,27,2430,27.0,46,142,96,5,8,14,4,7,5,2,0,23,FRA,3d214e5f
1,1,90,1.0,1,6,5,0,1,0,0,0,0,0,0,23,FRA,477e50ce
27,27,2429,27.0,36,126,94,6,11,10,9,4,4,0,0,23,FRA,4e7db402
26,26,2340,26.0,23,94,70,11,10,5,9,3,1,1,1,23,FRA,53af52f3
29,29,2610,29.0,21,98,78,17,9,3,12,2,2,0,0,23,FRA,60d90c55
10,10,900,10.0,10,40,29,3,4,3,4,2,0,2,0,23,FRA,67f649be
1,1,90,1.0,0,3,3,0,1,0,1,0,0,0,0,23,FRA,6a9e4913
7,6,601,6.7,8,24,17,2,4,0,1,4,4,0,0,23,FRA,7f41ee30
28,28,2520,28.0,46,132,86,5,11,12,3,11,10,0,1,23,FRA,834b5c4c
2,1,136,1.5,3,8,5,0,0,1,1,0,0,0,0,23,FRA,8608f269
5,5,450,5.0,6,19,15,1,3,1,0,0,0,0,0,23,FRA,967f34d3
8,8,720,8.0,15,40,25,2,0,6,1,2,1,1,0,23,FRA,9d420dad
3,2,225,2.5,4,8,3,1,0,1,0,1,0,1,0,23,FRA,9e17ccff
28,28,2520,28.0,37,135,100,16,6,6,8,4,4,0,0,23,FRA,afb0c500
22,22,1980,22.0,23,80,59,11,6,5,8,2,1,1,0,23,FRA,b3d76d84
15,14,1338,14.9,18,69,51,4,5,5,4,1,1,0,0,23,FRA,c4173f1a
14,14,1166,13.0,26,73,48,5,1,8,2,4,3,1,0,23,FRA,c631f952
22,22,1980,22.0,48,113,67,3,6,13,0,5,5,0,0,23,FRA,db3164e1
2,2,180,2.0,2,6,4,0,1,1,0,0,0,0,0,23,FRA,db87a2c4
14,14,1182,13.1,19,64,46,8,3,3,3,0,0,0,0,23,FRA,dc29b608
21,21,1890,21.0,14,86,72,9,10,2,12,0,0,0,0,23,FRA,eedea60b
22,22,1916,21.3,24,80,56,9,4,9,5,4,4,0,0,23,FRA,f00de885
3,3,270,3.0,6,7,1,1,0,2,0,0,0,0,0,23,FRA,f19f32b1
28,28,2520,28.0,40,129,87,9,7,12,7,9,7,2,0,23,FRA,f41a69e6
6,6,540,6.0,13,15,4,3,1,2,0,2,2,0,0,23,FRA,f5dfc256
7,7,630,7.0,14,46,31,1,3,3,1,3,2,1,0,23,FRA,fd78b105
34,34,3060,34.0,40,162,123,10,12,12,8,4,2,1,1,18,GER,0a1cb833
33,33,2906,32.3,53,151,102,8,11,14,9,5,4,0,1,18,GER,0d55d942
5,4,435,4.8,10,23,13,1,0,3,1,0,0,0,0,18,GER,0d8a37c2
2,1,91,1.0,4,7,3,0,1,0,0,0,0,0,0,18,GER,16b8fabd
2,1,154,1.7,3,7,4,0,1,0,0,0,0,0,0,18,GER,17376543
34,34,3015,33.5,37,127,89,18,9,7,12,6,3,2,1,18,GER,1e43fad8
33,33,2970,33.0,40,110,70,15,10,8,10,5,5,0,0,18,GER,2628fd2b
31,31,2790,31.0,44,140,97,10,10,11,7,6,5,0,1,18,GER,27d2618c
32,32,2880,32.0,42,159,116,10,10,12,9,2,1,1,0,18,GER,2e7ff968
34,34,3060,34.0,70,201,130,5,7,22,5,9,8,1,0,18,GER,3cd9e95a
30,30,2625,29.2,42,151,110,12,8,10,6,4,4,0,0,18,GER,420c18a1
34,34,3060,34.0,48,147,100,15,10,9,10,4,3,1,0,18,GER,47064058
24,24,2160,24.0,38,95,58,4,6,14,6,4,3,0,1,18,GER,4a15e95b
2,2,180,2.0,0,4,4,2,0,0,2,0,0,0,0,18,GER,5b52d1f7
15,15,1350,15.0,27,70,44,3,5,7,2,4,4,0,0,18,GER,5c4bf6ba
31,31,2790,31.0,45,158,113,9,9,13,5,3,2,0,1,18,GER,73e2f6eb
29,29,2610,29.0,26,84,58,23,3,3,12,4,1,3,0,18,GER,7d3e7da6
2,2,180,2.0,4,7,3,0,1,1,0,1,1,0,0,18,GER,7fe12375
3,3,270,3.0,9,20,11,1,0,2,0,1,0,0,1,18,GER,83e0eeb4
3,3,270,3.0,2,7,5,2,0,1,2,0,0,0,0,18,GER,8778c910
33,33,2969,33.0,43,145,102,15,9,9,12,3,3,0,0,18,GER,9d12e142
34,34,3060,34.0,36,155,117,15,6,13,12,6,4,2,0,18,GER,a0606ae8
1,1,90,1.0,4,8,3,0,0,1,0,1,0,1,0,18,GER,a165a577
34,34,3060,34.0,45,133,90,14,7,13,7,3,2,0,1,18,GER,ad3389d5
1,0,45,0.5,0,2,2,0,0,0,1,0,0,0,0,18,GER,afb0c500
3,3,270,3.0,2,14,12,0,3,0,1,1,1,0,0,18,GER,bb25c778
33,33,2970,33.0,52,147,95,15,8,10,6,5,5,0,0,18,GER,bcb2ccd8
5,5,450,5.0,7,21,13,1,1,3,1,1,0,1,0,18,GER,cbac6ec9
10,10,900,10.0,15,47,32,4,1,5,1,0,0,0,0,18,GER,d6f6ce93
34,34,3060,34.0,48,153,104,6,15,13,8,9,6,3,0,18,GER,db401046
1,1,90,1.0,1,4,3,0,0,1,0,0,0,0,0,18,GER,dc29b608
14,14,1260,14.0,18,53,35,5,3,6,4,2,1,0,1,18,GER,f71890f5
34,34,2978,33.1,47,153,106,14,11,9,5,4,3,0,1,19,GER,0a1cb833
33,33,2970,33.0,60,170,110,7,12,14,5,7,7,0,0,19,GER,0d55d942
17,16,1469,16.3,26,83,58,4,3,9,3,2,2,0,0,19,GER,1e43fad8
1,0,37,0.4,1,1,0,0,0,0,0,1,1,0,0,19,GER,206c37d3
31,31,2745,30.5,48,143,96,9,10,12,8,4,2,1,1,19,GER,27d2618c
2,2,180,2.0,4,6,2,2,0,0,0,1,0,0,1,19,GER,2e7ff968
34,34,3060,34.0,42,156,114,16,7,11,13,3,3,0,0,19,GER,420c18a1
33,33,2970,33.0,51,166,116,12,12,9,5,6,6,0,0,19,GER,47064058
22,22,1933,21.5,40,118,80,1,7,14,2,2,2,0,0,19,GER,4a15e95b
10,10,900,10.0,14,49,35,4,4,2,2,0,0,0,0,19,GER,5c4bf6ba
1,0,45,0.5,1,3,2,0,0,0,0,0,0,0,0,19,GER,62ba5881
1,1,90,1.0,3,6,3,0,0,1,0,1,1,0,0,19,GER,73e2f6eb
9,8,757,8.4,9,23,14,4,3,1,2,3,2,0,1,19,GER,7d3e7da6
15,14,1310,14.6,22,78,57,3,5,6,2,0,0,0,0,19,GER,7fe12375
32,32,2880,32.0,66,214,148,5,6,21,5,6,5,1,0,19,GER,83e0eeb4
26,26,2303,25.6,23,56,34,20,3,3,10,3,3,0,0,19,GER,8778c910
32,32,2880,32.0,40,128,88,21,7,4,10,4,4,0,0,19,GER,9d12e142
34,34,3060,34.0,70,179,113,7,7,20,6,3,2,0,1,19,GER,a0606ae8
2,2,180,2.0,5,12,7,0,0,2,0,2,1,1,0,19,GER,a165a577
2,1,122,1.4,0,7,7,1,0,0,1,0,0,0,0,19,GER,a70b8345
1,1,90,1.0,1,5,4,1,0,0,0,0,0,0,0,19,GER,a92ab7be
32,32,2880,32.0,47,127,81,18,4,10,9,4,3,1,0,19,GER,ad3389d5
18,18,1588,17.6,29,83,53,4,6,8,4,4,3,1,0,19,GER,afb0c500
4,3,315,3.5,9,16,7,2,0,1,1,2,2,0,0,19,GER,bb25c778
33,33,2925,32.5,27,117,91,19,9,5,15,5,4,0,1,19,GER,bcb2ccd8
32,32,2880,32.0,62,170,108,12,5,15,5,7,7,0,0,19,GER,c476b0c0
10,8,765,8.5,11,40,29,5,1,2,1,1,0,0,1,19,GER,c89e8aae
24,24,2160,24.0,43,124,81,8,3,13,5,4,3,0,1,19,GER,cbac6ec9
17,17,1480,16.4,43,100,57,5,2,10,3,3,2,1,0,19,GER,cd59b9df
33,33,2938,32.6,48,158,111,14,9,10,8,1,1,0,0,19,GER,ce17b5eb
14,12,1127,12.5,28,61,32,2,3,7,2,2,0,1,1,19,GER,d28339cb
26,26,2295,25.5,39,119,79,11,6,9,8,5,4,1,0,19,GER,db401046
2,1,135,1.5,2,4,2,0,0,1,1,1,1,0,0,19,GER,dc29b608
1,1,90,1.0,2,6,4,0,0,1,0,0,0,0,0,19,GER,e385200c
2,2,180,2.0,3,9,6,1,0,1,0,0,0,0,0,19,GER,e4a30d8c
4,4,360,4.0,7,19,12,1,1,2,0,0,0,0,0,19,GER,fbefefdb
33,33,2970,33.0,67,169,105,8,6,19,4,1,1,0,0,20,GER,0a1cb833
24,24,2091,23.2,32,118,86,9,6,9,4,3,3,0,0,20,GER,0d55d942
33,33,2970,33.0,54,159,105,12,5,16,8,4,3,1,0,20,GER,17376543
1,1,90,1.0,4,8,4,0,0,1,0,0,0,0,0,20,GER,226ddf9d
29,29,2547,28.3,46,143,99,11,5,13,9,7,7,0,0,20,GER,27d2618c
9,8,742,8.2,18,55,37,1,3,4,2,2,2,0,0,20,GER,289b90cd
4,3,290,3.2,1,7,6,2,1,0,3,0,0,0,0,20,GER,2e7ff968
34,34,3060,34.0,69,156,87,10,6,18,6,6,4,2,0,20,GER,3cd9e95a
34,34,3060,34.0,40,158,117,20,5,9,7,2,1,1,0,20,GER,420c18a1
17,17,1530,17.0,36,99,63,4,3,10,2,2,1,1,0,20,GER,42130443
2,1,151,1.7,4,11,7,0,0,1,0,0,0,0,0,20,GER,45f6f52b
30,30,2700,30.0,49,146,97,13,7,10,7,7,5,2,0,20,GER,47064058
22,22,1935,21.5,40,115,75,8,2,12,3,2,1,1,0,20,GER,5c4bf6ba
1,1,90,1.0,2,5,3,0,1,0,0,0,0,0,0,20,GER,62ba5881
2,2,90,1.0,1,3,2,1,0,0,0,0,0,0,0,20,GER,7d3e7da6
10,10,900,10.0,12,33,22,3,3,4,3,0,0,0,0,20,GER,7fe12375
33,33,2970,33.0,31,110,79,25,4,4,15,4,3,1,0,20,GER,8778c910
31,31,2770,30.8,40,95,58,19,5,7,12,3,3,0,0,20,GER,9d12e142
9,9,810,9.0,14,49,35,2,3,4,1,2,2,0,0,20,GER,a70b8345
10,10,900,10.0,14,69,55,4,3,3,3,1,0,0,1,20,GER,a92ab7be
34,34,3060,34.0,44,143,99,19,6,9,10,2,2,0,0,20,GER,ad3389d5
26,26,2315,25.7,40,118,80,8,9,9,5,4,4,0,0,20,GER,afb0c500
4,4,360,4.0,9,19,10,0,3,1,0,0,0,0,0,20,GER,bb25c778
32,32,2880,32.0,34,116,82,16,12,4,10,2,2,0,0,20,GER,bcb2ccd8
28,28,2520,28.0,57,152,96,4,7,17,5,4,3,1,0,20,GER,bf9d9070
4,4,360,4.0,4,21,17,2,0,2,1,1,1,0,0,20,GER,c41f7379
8,8,720,8.0,8,37,30,2,4,2,3,1,1,0,0,20,GER,c89e8aae
1,0,69,0.8,1,4,3,0,0,0,0,0,0,0,0,20,GER,cac55e10
13,12,1125,12.5,25,66,40,3,2,7,2,3,2,1,0,20,GER,cbac6ec9
22,22,1980,22.0,38,105,69,11,3,8,4,1,1,0,0,20,GER,ce17b5eb
26,26,2340,26.0,38,105,67,11,6,9,5,4,4,0,0,20,GER,db401046
2,2,180,2.0,3,5,2,2,0,0,0,0,0,0,0,20,GER,dc29b608
17,17,1530,17.0,31,78,49,2,9,6,2,3,2,1,0,20,GER,dc2e4736
24,24,2160,24.0,51,122,72,6,6,12,4,1,0,1,0,20,GER,dc366c36
3,3,270,3.0,8,20,12,0,0,3,0,0,0,0,0,20,GER,e2d34771
6,6,540,6.0,17,33,16,0,1,5,0,1,1,0,0,20,GER,e8fd2e5b
34,34,3060,34.0,57,157,101,7,10,17,6,6,4,2,0,21,GER,0a1cb833
26,26,2340,26.0,39,108,69,6,10,10,8,6,6,0,0,21,GER,0d55d942
4,3,344,3.8,6,19,13,1,1,1,1,0,0,0,0,21,GER,0d8a37c2
1,1,90,1.0,2,4,2,0,0,1,0,0,0,0,0,21,GER,11d8aff0
34,34,3060,34.0,54,178,126,10,6,18,7,9,6,1,2,21,GER,17376543
22,22,1876,20.8,50,143,94,3,3,16,3,4,3,1,0,21,GER,1e43fad8
8,8,720,8.0,13,33,20,2,1,5,1,2,1,1,0,21,GER,27d2618c
16,16,1395,15.5,16,44,29,11,2,3,7,2,2,0,0,21,GER,2e7ff968
4,3,292,3.2,1,4,4,1,2,0,2,0,0,0,0,21,GER,32e7ce92
4,4,360,4.0,7,21,14,1,0,3,1,0,0,0,0,21,GER,37998008
34,34,3009,33.4,59,155,95,8,9,17,5,8,7,1,0,21,GER,3cd9e95a
31,31,2712,30.1,50,132,82,12,9,10,6,6,6,0,0,21,GER,420c18a1
31,31,2790,31.0,51,132,81,10,8,13,6,9,6,2,1,21,GER,47064058
31,31,2790,31.0,46,142,97,9,9,13,5,6,5,0,1,21,GER,5c4bf6ba
31,31,2768,30.8,42,132,89,11,12,8,5,5,4,1,0,21,GER,7fe12375
1,1,90,1.0,1,6,5,1,0,0,0,0,0,0,0,21,GER,8758ddf4
33,33,2970,33.0,42,123,80,24,5,4,9,3,1,1,1,21,GER,8778c910
2,1,135,1.5,3,8,5,0,1,0,0,0,0,0,0,21,GER,9321b8ed
19,18,1665,18.5,30,92,62,9,2,7,4,4,4,0,0,21,GER,9d12e142
1,0,51,0.6,1,3,2,0,0,0,0,1,1,0,0,21,GER,a0606ae8
11,10,945,10.5,24,67,45,0,4,6,1,4,4,0,0,21,GER,a70b8345
3,3,270,3.0,6,18,12,1,1,1,0,3,2,0,1,21,GER,a92ab7be
29,29,2565,28.5,29,83,55,13,9,7,8,2,1,1,0,21,GER,ad3389d5
1,1,90,1.0,2,4,2,0,1,0,0,0,0,0,0,21,GER,afb0c500
33,33,2970,33.0,30,80,50,19,8,6,15,3,3,0,0,21,GER,bcb2ccd8
34,34,3060,34.0,52,170,118,9,8,17,11,6,5,1,0,21,GER,c1242d4e
3,3,270,3.0,3,13,10,1,2,0,0,0,0,0,0,21,GER,c41f7379
2,2,180,2.0,4,14,10,0,1,1,0,0,0,0,0,21,GER,c89e8aae
31,31,2790,31.0,46,157,112,11,8,12,6,3,2,1,0,21,GER,cbac6ec9
33,33,2970,33.0,54,157,102,11,9,13,5,7,5,2,0,21,GER,cd59b9df
33,33,2970,33.0,52,150,99,15,12,6,4,6,4,1,1,21,GER,ce17b5eb
3,2,239,2.7,12,24,13,0,0,2,0,0,0,0,0,21,GER,d20f088b
1,1,90,1.0,1,9,8,1,0,0,0,0,0,0,0,21,GER,d28339cb
32,32,2880,32.0,33,108,74,17,9,6,14,5,3,2,0,21,GER,db401046
3,3,270,3.0,10,20,10,1,0,2,0,1,1,0,0,21,GER,dee3013b
25,25,2175,24.2,51,123,72,7,5,13,4,5,5,0,0,22,GER,0d55d942
1,1,90,1.0,1,3,2,0,1,0,0,0,0,0,0,22,GER,0d8a37c2
1,1,90,1.0,3,4,1,0,0,1,0,0,0,0,0,22,GER,11d8aff0
34,34,3060,34.0,56,156,102,10,8,16,9,5,5,0,0,22,GER,17376543
1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,22,GER,1940be91
14,14,1260,14.0,28,72,46,2,4,8,3,3,3,0,0,22,GER,25bdea4b
5,4,405,4.5,12,25,13,1,0,3,0,2,2,0,0,22,GER,2e7ff968
1,1,90,1.0,2,6,5,1,0,0,0,0,0,0,0,22,GER,37998008
13,13,1170,13.0,21,56,36,4,6,3,1,0,0,0,0,22,GER,3cd9e95a
33,33,2970,33.0,60,182,120,12,8,13,5,5,3,2,0,22,GER,420c18a1
33,33,2970,33.0,57,155,98,12,7,14,8,4,2,1,1,22,GER,47064058
12,12,1080,12.0,24,62,39,1,5,6,3,1,1,0,0,22,GER,4d6a842d
10,9,885,9.8,20,49,29,2,1,6,2,3,3,0,0,22,GER,5584552e
32,32,2880,32.0,42,120,78,12,6,14,10,5,4,1,0,22,GER,5c4bf6ba
1,1,90,1.0,0,4,4,1,0,0,1,0,0,0,0,22,GER,62ba5881
1,0,3,0.0,0,0,0,0,0,0,1,0,0,0,0,22,GER,73e2f6eb
6,6,540,6.0,11,23,13,2,1,3,1,1,1,0,0,22,GER,7d3e7da6
27,27,2430,27.0,39,104,68,11,7,9,6,2,2,0,0,22,GER,7fe12375
3,3,270,3.0,7,21,14,2,0,1,0,2,2,0,0,22,GER,83e0eeb4
8,8,720,8.0,30,54,26,0,0,8,0,2,2,0,0,22,GER,86314793
21,21,1890,21.0,28,98,70,10,4,7,3,1,0,1,0,22,GER,87436846
28,28,2510,27.9,26,89,63,22,4,2,10,1,1,0,0,22,GER,8778c910
1,1,90,1.0,1,2,1,1,0,0,0,0,0,0,0,22,GER,8a6ab963
1,1,90,1.0,1,1,0,1,0,0,0,1,1,0,0,22,GER,9d12e142
31,31,2790,31.0,45,155,112,10,6,15,7,6,3,2,1,22,GER,9f941969
7,7,630,7.0,5,18,14,5,2,0,2,0,0,0,0,22,GER,a70b8345
32,32,2880,32.0,39,141,103,15,9,8,10,2,2,0,0,22,GER,a92ab7be
2,2,180,2.0,7,12,5,0,1,1,0,0,0,0,0,22,GER,a9a6fc08
32,32,2880,32.0,44,154,109,17,7,8,8,4,2,1,1,22,GER,ad3389d5
1,1,90,1.0,1,4,3,0,1,0,0,0,0,0,0,22,GER,b90c4a43
33,33,2967,33.0,34,111,78,17,7,9,9,3,3,0,0,22,GER,bcb2ccd8
33,33,2970,33.0,53,176,125,4,13,16,6,7,7,0,0,22,GER,c1242d4e
1,1,90,1.0,3,7,4,1,0,0,0,0,0,0,0,22,GER,c41f7379
6,6,540,6.0,14,38,25,1,0,5,1,1,1,0,0,22,GER,c89e8aae
30,30,2700,30.0,52,139,88,7,10,13,4,4,4,0,0,22,GER,cbac6ec9
29,29,2565,28.5,39,110,73,20,3,6,7,3,3,0,0,22,GER,cd59b9df
32,32,2880,32.0,46,157,112,10,11,11,5,4,4,0,0,22,GER,ce17b5eb
4,4,360,4.0,7,24,17,0,2,2,0,0,0,0,0,22,GER,d28339cb
28,28,2520,28.0,40,118,76,11,6,11,10,6,3,2,1,22,GER,db401046
2,2,180,2.0,3,5,2,1,1,0,0,1,1,0,0,22,GER,dee3013b
1,1,90,1.0,2,4,2,0,0,1,0,0,0,0,0,22,GER,f26dee6b
24,24,2098,23.3,45,121,77,9,3,12,4,2,1,1,0,23,GER,0a1cb833
17,17,1530,17.0,41,102,61,2,3,12,2,3,3,0,0,23,GER,0d55d942
6,5,510,5.7,12,33,21,1,1,3,1,1,1,0,0,23,GER,0d8a37c2
22,22,1980,22.0,38,130,90,8,3,11,5,4,1,2,1,23,GER,17376543
9,9,810,9.0,7,39,32,2,6,1,5,1,0,0,1,23,GER,1e43fad8
5,5,450,5.0,11,25,14,2,1,2,2,2,2,0,0,23,GER,37998008
21,21,1890,21.0,30,96,67,10,7,4,5,6,6,0,0,23,GER,420c18a1
25,25,2250,25.0,45,122,78,6,4,15,4,2,1,0,1,23,GER,47064058
20,20,1800,20.0,26,79,52,8,6,6,7,3,1,1,1,23,GER,5c4bf6ba
19,19,1710,19.0,23,59,35,10,4,5,4,6,5,1,0,23,GER,663e080e
3,3,270,3.0,2,8,5,3,0,0,2,1,0,1,0,23,GER,7d3e7da6
25,25,2250,25.0,44,99,57,6,9,10,5,5,4,1,0,23,GER,87436846
12,12,1080,12.0,11,44,33,7,4,1,4,2,2,0,0,23,GER,8778c910
1,1,90,1.0,2,4,2,0,0,1,0,0,0,0,0,23,GER,8a6ab963
2,1,152,1.7,3,14,11,0,1,0,0,0,0,0,0,23,GER,9b688ae1
26,26,2340,26.0,57,161,104,8,2,16,4,13,8,3,2,23,GER,9f941969
21,21,1890,21.0,17,86,69,13,5,3,8,2,2,0,0,23,GER,a70b8345
26,26,2340,26.0,35,113,78,13,8,5,10,6,5,0,1,23,GER,a92ab7be
25,25,2249,25.0,38,114,78,12,4,9,6,6,6,0,0,23,GER,ad3389d5
26,26,2340,26.0,49,114,64,5,7,14,3,6,5,1,0,23,GER,af104654
7,7,630,7.0,12,32,20,3,2,2,1,0,0,0,0,23,GER,b56dd813
1,1,90,1.0,1,5,4,0,1,0,0,0,0,0,0,23,GER,b90c4a43
6,6,540,6.0,10,26,17,2,2,2,2,1,1,0,0,23,GER,bcb2ccd8
1,1,90,1.0,0,1,1,1,0,0,1,0,0,0,0,23,GER,bdedffac
8,8,660,7.3,14,33,19,2,2,4,1,1,1,0,0,23,GER,c631f952
19,19,1710,19.0,34,87,53,3,7,9,1,1,1,0,0,23,GER,cbac6ec9
19,19,1710,19.0,23,91,69,14,0,5,8,0,0,0,0,23,GER,cd59b9df
25,25,2250,25.0,36,91,56,11,7,7,5,1,1,0,0,23,GER,ce17b5eb
7,7,630,7.0,11,30,20,1,1,5,1,2,2,0,0,23,GER,d28339cb
26,26,2340,26.0,34,105,72,10,9,7,10,6,4,1,1,23,GER,db401046
4,4,360,4.0,9,25,16,0,2,2,0,0,0,0,0,23,GER,dc366c36
6,6,540,6.0,10,28,17,3,1,2,0,2,1,1,0,23,GER,dee3013b
2,2,180,2.0,4,14,10,1,0,1,0,0,0,0,0,23,GER,fa4cabd1
2,1,90,1.0,1,4,3,1,0,0,1,1,1,0,0,18,CL,01b8a2b2
1,1,90,1.0,0,3,3,1,0,0,1,0,0,0,0,18,CL,04ac8285
3,3,270,3.0,8,19,10,1,0,2,1,0,0,0,0,18,CL,0ef05b3e
1,1,90,1.0,2,3,1,0,0,1,0,0,0,0,0,18,CL,10072610
3,3,225,2.5,6,11,5,0,1,2,0,1,1,0,0,18,CL,110338ae
8,8,720,8.0,12,32,20,3,3,2,2,1,1,0,0,18,CL,1840e36d
1,1,90,1.0,0,0,0,1,0,0,1,0,0,0,0,18,CL,1bebde9d
3,3,270,3.0,3,11,8,1,1,1,2,0,0,0,0,18,CL,1ddbb0da
2,2,180,2.0,2,9,7,1,0,1,0,0,0,0,0,18,CL,1e26e376
1,1,90,1.0,1,4,3,1,0,0,0,0,0,0,0,18,CL,22a94b80
2,2,180,2.0,4,10,7,0,0,2,0,1,1,0,0,18,CL,2bea06e0
1,0,45,0.5,1,3,2,0,0,0,0,0,0,0,0,18,CL,2f061b36
8,8,720,8.0,9,37,28,5,0,3,4,1,1,0,0,18,CL,2f965a72
13,13,1170,13.0,16,42,27,7,4,2,6,3,3,0,0,18,CL,32e7ce92
8,8,720,8.0,11,44,32,5,0,3,0,3,2,1,0,18,CL,34c3b935
9,9,810,9.0,10,33,22,6,0,3,4,3,2,1,0,18,CL,3bb7b8b4
6,6,540,6.0,10,37,27,3,0,3,1,1,1,0,0,18,CL,42ec696a
2,2,158,1.8,2,11,9,0,2,0,0,0,0,0,0,18,CL,50310821
6,6,540,6.0,14,47,34,0,2,4,1,2,2,0,0,18,CL,56bf1cc0
2,2,180,2.0,3,9,6,1,0,1,1,0,0,0,0,18,CL,58bc7d18
8,8,720,8.0,13,31,18,3,4,1,2,1,0,0,1,18,CL,5f0241b2
1,1,90,1.0,3,6,3,0,0,1,0,0,0,0,0,18,CL,62ba5881
9,9,810,9.0,6,28,22,5,3,1,5,1,1,0,0,18,CL,6f51e382
