live_pass,dead_pass,fk_pass,tb_pass,sw_pass,cross_pass,throw_in,ck,ck_in,ck_out,ck_straight,offside_pass,blocked_pass,season,comp,id
508,33,11,4,7,23,7,10,7,1,0,2,8,20,ENG,29733c72
69,9,0,0,0,0,0,0,0,0,0,0,2,20,ENG,2973d8ff
1245,74,24,3,9,23,50,0,0,0,0,3,12,20,ENG,2acd49b9
713,20,11,5,3,8,5,2,0,0,0,6,17,20,ENG,2afc7272
7,0,0,0,0,0,0,0,0,0,0,0,0,20,ENG,2b114be3
473,9,1,2,6,45,6,0,0,0,0,3,15,20,ENG,2b16cb1a
13,2,0,0,0,0,0,0,0,0,0,0,0,20,ENG,2b1c4abd
779,20,7,9,1,21,5,4,2,1,0,3,20,20,ENG,2b622f01
311,26,11,0,2,0,15,0,0,0,0,0,0,20,ENG,2b91cf8e
136,13,1,0,1,1,12,0,0,0,0,0,2,20,ENG,2baec6ce
110,10,5,3,0,7,0,0,0,0,0,1,3,20,ENG,2bd83368
723,7,6,0,1,1,1,0,0,0,0,1,5,20,ENG,2bed3eab
1325,258,147,3,12,144,6,99,55,25,11,2,21,20,ENG,2ce2508a
642,22,19,0,4,0,3,0,0,0,0,0,8,20,ENG,2d5f03bf
2606,386,54,2,28,210,290,42,6,26,0,4,49,20,ENG,2e4f5f03
1653,76,45,5,11,28,7,6,4,1,0,2,12,20,ENG,2f7acede
735,66,13,3,8,20,34,9,4,1,0,3,15,20,ENG,2f90f6b8
126,1,0,0,0,8,1,0,0,0,0,0,9,20,ENG,2ff964a0
377,50,4,0,1,43,46,0,0,0,0,2,8,20,ENG,30941e96
1578,101,30,1,36,51,71,0,0,0,0,4,24,20,ENG,312626c1
397,11,10,0,4,2,0,0,0,0,0,1,8,20,ENG,3189f61a
76,4,0,0,0,1,4,0,0,0,0,0,0,20,ENG,3233eefd
80,2,1,1,0,2,1,0,0,0,0,1,2,20,ENG,32f60ed8
320,21,3,1,3,9,18,0,0,0,0,3,9,20,ENG,3312f911
1608,375,87,2,25,267,50,183,96,77,2,5,23,20,ENG,3515d404
489,20,15,1,7,1,5,0,0,0,0,3,7,20,ENG,3626f7d9
118,45,0,1,1,12,45,0,0,0,0,0,7,20,ENG,3631ad41
541,280,102,0,0,0,0,0,0,0,0,5,1,20,ENG,36c2ca73
990,146,59,5,36,89,3,61,27,17,10,13,19,20,ENG,3727dd3c
740,14,1,4,17,46,7,0,0,0,0,4,14,20,ENG,38c7feef
754,45,17,2,14,75,14,12,4,7,0,3,24,20,ENG,38ceb24a
925,113,4,0,1,29,109,0,0,0,0,3,15,20,ENG,3935e52e
1241,276,5,0,1,128,271,0,0,0,0,5,70,20,ENG,394854c4
736,88,30,3,1,96,7,34,18,12,0,5,27,20,ENG,39583cfd
619,14,8,6,9,12,3,3,1,0,0,2,8,20,ENG,3a24769f
596,493,152,0,4,0,1,0,0,0,0,8,2,20,ENG,3a949a25
416,23,3,0,1,67,8,11,4,4,0,2,17,20,ENG,3ae14ed1
892,186,46,2,2,0,1,0,0,0,0,4,0,20,ENG,3bb7b8b4
332,5,2,4,4,20,2,1,0,1,0,0,9,20,ENG,3ca7254a
132,6,0,2,0,12,1,0,0,0,0,0,8,20,ENG,3d50bcdb
1234,57,38,0,7,1,19,0,0,0,0,5,9,20,ENG,3e5e4e63
928,29,13,1,22,4,16,0,0,0,0,5,10,20,ENG,3e9e06cb
740,1,0,5,3,41,1,0,0,0,0,4,17,20,ENG,3ea50f67
1409,64,11,1,7,72,27,22,1,1,0,1,21,20,ENG,3eb22ec9
15,0,0,0,0,0,0,0,0,0,0,0,1,20,ENG,3f072a68
825,22,21,0,9,2,1,0,0,0,0,1,11,20,ENG,3f2d59fe
264,8,2,2,0,3,4,0,0,0,0,0,10,20,ENG,3faa1780
454,50,10,0,2,15,40,0,0,0,0,2,15,20,ENG,3fe6bd8c
1509,82,29,0,7,1,53,0,0,0,0,4,14,20,ENG,4115ce4e
45,2,0,0,2,0,1,0,0,0,0,0,0,20,ENG,41cc19c2
10,0,0,0,0,0,0,0,0,0,0,0,0,20,ENG,41fb0f4e
6,0,0,0,0,0,0,0,0,0,0,0,1,20,ENG,41ff002d
347,22,7,0,2,21,2,13,5,2,2,1,17,20,ENG,422862ea
1987,225,99,1,70,198,7,119,86,14,8,10,23,20,ENG,43439614
503,20,2,4,1,22,2,1,0,0,0,1,27,20,ENG,43458538
4,0,0,0,0,0,0,0,0,0,0,0,0,20,ENG,4357f557
214,1,0,0,4,18,1,0,0,0,0,1,5,20,ENG,43a166b4
311,15,5,1,2,31,4,6,4,1,0,1,14,20,ENG,4468ec10
813,163,12,1,0,29,151,0,0,0,0,2,23,20,ENG,44781702
1998,66,50,8,52,34,7,9,3,4,0,6,21,20,ENG,44bfb6c5
836,11,11,0,5,0,0,0,0,0,0,4,7,20,ENG,450ab6fc
1145,330,56,0,3,0,0,0,0,0,0,7,4,20,ENG,4535e4bb
419,59,0,3,2,31,5,0,0,0,0,0,12,20,ENG,45963054
13,1,0,0,0,2,1,0,0,0,0,0,0,20,ENG,45ab2170
290,55,1,0,0,24,54,0,0,0,0,1,8,20,ENG,45da6694
2219,52,48,16,18,10,4,0,0,0,0,6,20,20,ENG,45db685d
11,1,0,0,0,1,1,0,0,0,0,0,0,20,ENG,45e17712
707,424,136,0,2,1,0,0,0,0,0,5,2,20,ENG,466fb2c5
1664,88,48,9,24,53,19,19,8,10,1,8,31,20,ENG,471f16b3
331,4,2,0,1,2,2,0,0,0,0,3,0,20,ENG,47369df8
1003,81,23,4,12,109,5,53,23,25,0,8,39,20,ENG,47b7e3af
974,405,141,1,12,0,0,0,0,0,0,4,0,20,ENG,4806ec67
137,2,1,1,1,22,1,0,0,0,0,1,8,20,ENG,48a5a5d6
1666,224,65,4,10,146,3,93,84,0,0,12,24,20,ENG,495945ef
477,4,1,2,5,15,2,0,0,0,0,2,12,20,ENG,4ab53cdb
721,466,162,0,2,0,0,0,0,0,0,7,2,20,ENG,4b40d9ca
1071,11,11,1,9,6,0,0,0,0,0,1,19,20,ENG,4b511457
618,74,7,4,4,12,12,0,0,0,0,7,26,20,ENG,4bcf39f6
1154,31,3,8,1,9,15,0,0,0,0,4,38,20,ENG,4c370d81
997,204,18,5,12,68,185,1,0,0,0,4,31,20,ENG,4c5b714f
347,17,1,1,0,9,1,0,0,0,0,1,7,20,ENG,4d034881
14,0,0,0,0,0,0,0,0,0,0,0,0,20,ENG,4e015693
468,2,0,1,2,8,2,0,0,0,0,4,7,20,ENG,4e9a0555
1314,384,45,0,5,127,320,19,10,4,2,7,53,20,ENG,4f974391
123,0,0,0,2,0,0,0,0,0,0,0,1,20,ENG,4fb9c88f
627,24,22,0,6,2,2,0,0,0,0,2,2,20,ENG,4fdf1fd9
758,99,24,8,14,75,5,56,23,22,0,4,20,20,ENG,507c7bdf
59,0,0,0,0,0,0,0,0,0,0,0,0,20,ENG,50b51fac
32,19,5,0,0,0,0,0,0,0,0,0,0,20,ENG,51a19d04
551,18,11,1,11,8,0,0,0,0,0,1,6,20,ENG,51b41c5c
1246,121,13,1,9,52,105,3,0,0,0,4,13,20,ENG,51cf8561
556,29,28,0,2,2,1,0,0,0,0,1,8,20,ENG,52105203
884,33,19,2,4,12,2,12,6,3,0,2,7,20,ENG,52611641
1174,130,15,0,8,86,115,0,0,0,0,5,20,20,ENG,5271c8f1
232,88,1,1,2,11,87,0,0,0,0,0,10,20,ENG,531a4aa8
31,2,1,0,0,1,0,0,0,0,0,0,1,20,ENG,5343eb4e
823,369,128,0,7,0,0,0,0,0,0,6,1,20,ENG,53af52f3
2527,407,29,0,12,121,378,0,0,0,0,9,50,20,ENG,53cad200
19,1,1,0,0,0,0,0,0,0,0,0,0,20,ENG,5526deb1
599,16,16,0,9,0,0,0,0,0,0,0,6,20,ENG,552aa16c
632,151,5,1,1,36,146,0,0,0,0,2,37,20,ENG,558807c0
1772,102,47,13,24,81,13,40,10,19,1,11,35,20,ENG,56f7a928
519,88,9,2,7,25,79,0,0,0,0,2,16,20,ENG,57df7a11
737,85,9,10,6,109,7,66,31,22,0,2,23,20,ENG,57e3f0c7
501,4,0,2,6,10,0,1,0,0,0,1,12,20,ENG,58eee997
9,0,0,0,0,0,0,0,0,0,0,0,0,20,ENG,59d93937
570,3,2,2,3,19,1,0,0,0,0,4,23,20,ENG,59e6e5bf
199,2,1,0,1,0,1,0,0,0,0,0,4,20,ENG,5a4280b1
1317,17,14,0,11,8,3,0,0,0,0,5,18,20,ENG,5a7301ae
1356,106,42,3,44,23,5,6,6,0,0,3,16,20,ENG,5acc4a10
1409,264,9,0,3,137,255,0,0,0,0,3,51,20,ENG,5c2b4f07
98,29,0,0,0,4,29,0,0,0,0,0,4,20,ENG,5cbd1eb0
620,24,18,4,4,12,0,6,3,1,0,4,14,20,ENG,5cdddffa
1034,241,14,1,12,44,227,0,0,0,0,3,30,20,ENG,5cec2487
824,216,15,0,8,91,200,1,0,0,0,6,35,20,ENG,5d8d7454
205,8,2,0,4,5,2,0,0,0,0,0,2,20,ENG,5e105217
555,80,7,1,0,12,72,1,0,0,0,3,6,20,ENG,5e74d6c8
1133,33,23,7,8,6,8,1,0,0,0,4,20,20,ENG,5ea8ef20
1029,9,6,0,12,0,3,0,0,0,0,1,7,20,ENG,5eecec3d
1202,386,61,2,4,92,280,45,30,7,4,7,20,20,ENG,5f09991f
384,12,9,0,3,0,3,0,0,0,0,3,3,20,ENG,5f1d07f6
3,0,0,0,0,0,0,0,0,0,0,0,0,20,ENG,603e4f0b
550,104,6,0,2,58,98,0,0,0,0,3,13,20,ENG,615ef733
31,5,2,0,0,4,3,0,0,0,0,0,1,20,ENG,62437b4f
38,0,0,0,1,0,0,0,0,0,0,0,0,20,ENG,6250083a
141,7,0,1,1,15,0,7,5,0,0,0,6,20,ENG,636b64cd
22,18,4,0,0,0,0,0,0,0,0,1,0,20,ENG,6385ebfb
352,167,25,0,0,0,0,0,0,0,0,3,0,20,ENG,63d17038
95,13,2,0,1,6,5,6,3,1,0,2,1,20,ENG,6421ec64
2562,27,25,2,23,8,2,0,0,0,0,1,17,20,ENG,6434f10d
13,0,0,1,1,0,0,0,0,0,0,0,0,20,ENG,645a3363
761,62,34,0,11,35,5,22,2,0,20,3,20,20,ENG,64b08de7
1672,11,7,3,25,4,4,0,0,0,0,4,16,20,ENG,653ee42d
390,7,4,0,6,2,1,1,1,0,0,2,7,20,ENG,6613c819
692,84,27,2,9,65,8,38,14,13,1,4,19,20,ENG,6639e500
1393,202,69,17,17,164,24,109,56,50,1,9,37,20,ENG,66b76d44
261,69,4,0,0,16,65,0,0,0,0,0,9,20,ENG,6813ac34
268,37,12,2,3,37,7,17,9,6,0,1,8,20,ENG,6992791d
170,26,1,0,1,13,24,1,0,1,0,0,9,20,ENG,6aa3e78b
1241,52,40,2,7,5,12,0,0,0,0,6,16,20,ENG,6adbc307
1649,23,23,2,8,3,0,0,0,0,0,2,22,20,ENG,6b47c5db
67,3,3,0,2,0,0,0,0,0,0,0,4,20,ENG,6bd603db
615,12,10,3,7,6,2,0,0,0,0,2,10,20,ENG,6c203af0
55,9,1,0,2,0,8,0,0,0,0,1,0,20,ENG,6c7762c3
597,10,1,9,9,48,2,1,0,0,0,3,19,20,ENG,6ca5ec4b
20,0,0,0,0,1,0,0,0,0,0,1,4,20,ENG,6cc47ae1
433,31,12,0,2,29,5,6,2,3,0,3,3,20,ENG,6cdd8245
1319,47,46,1,17,4,1,0,0,0,0,5,10,20,ENG,6d5701f2
134,33,1,0,1,4,32,0,0,0,0,0,1,20,ENG,6e33125f
194,22,6,0,2,3,16,0,0,0,0,0,6,20,ENG,6eaed4eb
1173,66,40,4,20,24,7,3,0,1,0,4,11,20,ENG,6f7d826d
543,155,25,0,9,99,73,57,28,16,3,3,21,20,ENG,71ef519e
615,31,27,0,11,1,4,0,0,0,0,1,4,20,ENG,7314bba4
247,27,8,0,3,6,19,0,0,0,0,0,5,20,ENG,7399c7a8
961,18,18,1,4,2,0,0,0,0,0,5,6,20,ENG,74b2cd7e
928,6,1,2,11,6,5,0,0,0,0,7,14,20,ENG,74e12f1e
1280,19,16,1,0,4,2,1,0,0,0,0,18,20,ENG,75566759
517,123,3,0,0,45,120,0,0,0,0,2,22,20,ENG,758dd7f0
1620,323,12,4,3,60,311,0,0,0,0,5,44,20,ENG,75a72a99
615,45,7,0,4,32,15,21,11,5,0,2,9,20,ENG,75f2c59f
0,0,0,0,0,0,0,0,0,0,0,0,0,20,ENG,76c131da
1003,150,43,3,2,131,3,71,34,31,2,3,20,20,ENG,76dd1480
50,54,15,0,0,0,0,0,0,0,0,1,0,20,ENG,76eca7e2
93,13,0,0,0,0,13,0,0,0,0,1,3,20,ENG,76fa5f80
1389,322,23,0,4,73,299,0,0,0,0,0,65,20,ENG,774cf58b
346,69,3,0,2,20,66,0,0,0,0,3,12,20,ENG,77cf6852
626,2,0,1,2,9,2,0,0,0,0,5,13,20,ENG,78b8ac63
5,0,0,0,0,0,0,0,0,0,0,0,0,20,ENG,78e87179
967,42,37,0,9,0,5,0,0,0,0,0,6,20,ENG,7914b9fe
214,79,18,0,0,0,0,0,0,0,0,0,1,20,ENG,7956236f
503,358,75,0,3,0,0,0,0,0,0,3,1,20,ENG,79b0d6a0
243,13,1,0,2,16,9,3,1,1,0,2,13,20,ENG,79bc4c45
1840,46,36,10,34,8,10,0,0,0,0,3,15,20,ENG,79c0821a
243,30,3,0,6,60,0,26,20,1,1,0,12,20,ENG,79c84d1c
344,38,10,3,2,43,1,27,10,16,0,0,9,20,ENG,79ca3e23
1968,44,29,1,15,9,15,0,0,0,0,3,10,20,ENG,7a11550b
325,73,10,1,1,6,63,0,0,0,0,1,4,20,ENG,7a1f2c08
723,222,55,0,3,0,0,0,0,0,0,2,0,20,ENG,7a2e46a8
365,34,8,0,4,48,2,13,3,3,0,1,14,20,ENG,7ba2eaa9
593,347,78,0,2,0,1,0,0,0,0,1,0,20,ENG,7ba6d84e
105,2,2,0,1,1,0,0,0,0,0,0,4,20,ENG,7ca9f0f0
490,11,9,0,3,4,1,0,0,0,0,0,10,20,ENG,7d2d3329
120,10,8,0,2,3,0,2,1,1,0,0,0,20,ENG,7d41b619
1147,20,8,3,4,4,12,0,0,0,0,0,9,20,ENG,7edfbb8a
1572,19,15,3,6,9,4,0,0,0,0,2,13,20,ENG,7f3b388c
97,3,0,1,0,5,0,2,0,1,0,1,2,20,ENG,7fcc71d8
514,12,5,1,1,3,3,0,0,0,0,1,20,20,ENG,7fec31a0
242,3,3,0,0,0,0,0,0,0,0,2,1,20,ENG,80c31c97
384,22,3,4,1,7,8,2,0,0,0,2,5,20,ENG,810e3c74
750,16,4,9,2,27,5,0,0,0,0,4,33,20,ENG,819aa8e7
1924,64,30,7,8,30,5,23,10,3,0,2,15,20,ENG,819b3158
869,39,8,6,13,61,4,19,7,8,0,1,32,20,ENG,82927de4
714,6,0,1,3,10,1,1,0,0,0,7,19,20,ENG,82e34b69
1342,55,50,0,20,7,5,0,0,0,0,3,13,20,ENG,8397a50c
654,214,11,1,3,72,203,0,0,0,0,4,20,20,ENG,839c14e1
97,24,9,0,0,23,0,15,8,5,0,0,4,20,ENG,83d074ff
419,6,3,2,11,20,2,1,1,0,0,0,11,20,ENG,849c826a
868,12,1,2,4,41,10,0,0,0,0,4,35,20,ENG,862a1c15
540,5,2,2,4,21,3,0,0,0,0,1,14,20,ENG,86695068
1009,31,30,10,27,6,0,1,0,0,0,5,13,20,ENG,867239d3
1964,218,28,1,42,54,189,1,0,0,0,5,27,20,ENG,86dd77d1
523,15,15,0,3,0,0,0,0,0,0,1,5,20,ENG,87935cf3
206,10,2,1,0,17,1,6,0,3,0,2,7,20,ENG,8816329f
1118,77,12,11,16,89,10,55,29,3,0,5,21,20,ENG,892d5bb1
854,143,27,1,2,45,115,1,0,1,0,5,23,20,ENG,89d10e53
899,20,16,1,7,1,4,0,0,0,0,3,4,20,ENG,89e4b358
990,275,5,0,3,36,270,0,0,0,0,5,45,20,ENG,8a7ff278
479,133,5,0,2,22,128,0,0,0,0,3,6,20,ENG,8aa5f52c
901,149,50,5,11,146,5,81,34,37,0,9,31,20,ENG,8aec0537
1796,71,48,4,24,27,17,1,0,0,0,3,24,20,ENG,8b04d6c1
694,34,4,5,0,11,5,0,0,0,0,3,26,20,ENG,8b788c01
1481,137,18,5,18,174,8,111,37,54,1,4,33,20,ENG,8b9ebd03
6,0,0,0,0,0,0,0,0,0,0,0,0,20,ENG,8c44e37b
861,12,6,1,1,17,5,0,0,0,0,3,17,20,ENG,8d3c902d
1215,52,45,0,9,3,7,0,0,0,0,5,11,20,ENG,8df7a2fb
386,185,35,0,0,0,0,0,0,0,0,2,0,20,ENG,8f62b6ee
451,130,9,1,2,32,120,1,1,0,0,4,19,20,ENG,9050ddc4
701,84,28,3,26,66,4,24,20,0,0,9,22,20,ENG,90f91999
661,10,9,0,11,0,1,0,0,0,0,0,4,20,ENG,914ab9a1
6,0,0,0,0,0,0,0,0,0,0,0,0,20,ENG,91c975a0
867,23,13,2,3,8,3,0,0,0,0,3,19,20,ENG,9228b07c
364,9,6,0,0,1,3,0,0,0,0,1,3,20,ENG,9260926b
808,80,13,7,7,77,14,48,28,14,0,1,26,20,ENG,92e7e919
132,29,0,0,5,11,29,0,0,0,0,1,7,20,ENG,9319781b
411,261,69,0,1,0,0,0,0,0,0,6,2,20,ENG,9328b835
1883,46,14,7,21,58,15,1,0,0,0,4,24,20,ENG,935e6b8f
545,28,22,1,2,5,5,0,0,0,0,6,12,20,ENG,9460aaed
1235,153,55,3,7,136,11,80,45,15,0,6,37,20,ENG,9674002f
159,9,3,2,0,14,3,3,3,0,0,1,4,20,ENG,96bb8cc2
1,0,0,0,0,0,0,0,0,0,0,0,0,20,ENG,97220da2
594,21,0,2,0,23,13,0,0,0,0,1,30,20,ENG,97333cf5
673,84,23,5,5,72,11,47,19,20,0,4,13,20,ENG,980522ec
538,125,13,0,0,19,112,0,0,0,0,2,17,20,ENG,984a5a64
545,36,4,1,1,30,6,6,6,0,0,7,24,20,ENG,989d5705
267,3,1,1,2,3,1,0,0,0,0,2,5,20,ENG,99813635
101,1,0,0,3,4,0,0,0,0,0,2,2,20,ENG,9a104dee
895,56,0,9,3,183,55,0,0,0,0,1,49,20,ENG,9a28eba4
9,0,0,0,0,2,0,0,0,0,0,0,1,20,ENG,9a526299
588,162,8,2,6,45,154,0,0,0,0,5,14,20,ENG,9a9c05db
1376,33,28,0,16,6,5,0,0,0,0,6,25,20,ENG,9b5ce51a
73,2,2,0,1,0,0,0,0,0,0,0,1,20,ENG,9c318325
1160,156,17,1,1,38,135,4,4,0,0,1,18,20,ENG,9c94165b
38,10,4,0,1,5,6,0,0,0,0,2,0,20,ENG,9d107085
0,0,0,0,0,0,0,0,0,0,0,0,0,20,ENG,9d9a71c1
475,45,0,3,6,15,0,0,0,0,0,1,15,20,ENG,9dbb75ca
136,3,0,0,0,2,1,0,0,0,0,0,3,20,ENG,9deaf2c8
1746,375,8,2,2,103,367,0,0,0,0,7,76,20,ENG,9e525177
913,29,8,5,11,34,13,5,2,2,0,3,30,20,ENG,9f1893b9
92,5,2,2,0,2,2,1,1,0,0,1,3,20,ENG,9f351459
537,105,31,3,8,136,1,73,42,28,1,4,18,20,ENG,9f4647e9
400,1,0,0,2,19,1,0,0,0,0,1,14,20,ENG,9f472354
18,4,1,0,0,3,2,1,0,1,0,0,1,20,ENG,9f736ed2
1634,40,29,1,28,3,11,0,0,0,0,1,16,20,ENG,9f7c837d
1602,43,35,1,24,9,8,0,0,0,0,4,16,20,ENG,9fbbcf39
849,61,24,1,2,69,1,36,28,4,0,6,26,20,ENG,a0666d3e
2,0,0,0,0,0,0,0,0,0,0,0,0,20,ENG,a07579ee
76,2,2,0,0,0,0,0,0,0,0,0,0,20,ENG,a1232f4e
133,31,3,0,0,0,0,0,0,0,0,0,0,20,ENG,a179d516
960,25,3,10,10,33,11,8,7,0,0,4,18,20,ENG,a1d5bd30
246,10,3,2,0,10,2,3,2,0,0,0,4,20,ENG,a29b1131
609,56,41,1,11,33,1,12,6,3,0,1,16,20,ENG,a2b105e0
346,8,0,2,5,9,2,5,0,0,0,5,7,20,ENG,a3b03921
975,13,11,0,4,2,2,0,0,0,0,3,12,20,ENG,a4ac4b8f
57,8,0,1,0,6,0,0,0,0,0,0,1,20,ENG,a4fe8cda
128,13,1,2,0,1,0,0,0,0,0,0,2,20,ENG,a53649b7
567,88,12,0,2,16,76,0,0,0,0,2,11,20,ENG,a67a09fb
350,276,81,0,0,0,0,0,0,0,0,2,0,20,ENG,a6de6361
136,39,0,0,0,15,39,0,0,0,0,0,4,20,ENG,a6e316c1
938,39,37,0,5,1,2,0,0,0,0,2,11,20,ENG,a712ca2b
1,1,0,0,0,0,0,0,0,0,0,0,0,20,ENG,a8a3d139
66,7,0,0,1,2,7,0,0,0,0,0,1,20,ENG,a9142dc3
99,1,1,0,1,0,0,0,0,0,0,0,0,20,ENG,aa54ec6f
330,12,0,2,2,5,0,0,0,0,0,0,4,20,ENG,ab070c55
703,354,80,0,2,0,0,0,0,0,0,8,0,20,ENG,ab13a5aa
561,17,1,5,3,36,2,6,4,1,0,0,24,20,ENG,ab4b3e35
1044,22,1,4,19,41,4,0,0,0,0,6,30,20,ENG,ab651565
535,56,8,2,2,49,1,40,28,7,1,2,21,20,ENG,abe66106
480,39,1,5,2,48,25,0,0,0,0,5,23,20,ENG,ac05f970
897,21,19,3,9,3,1,0,0,0,0,4,7,20,ENG,ac861941
605,55,6,1,2,8,49,0,0,0,0,1,15,20,ENG,ad1f61f3
273,42,1,0,0,28,41,0,0,0,0,0,5,20,ENG,ae0a7ddf
4,0,0,0,0,1,0,0,0,0,0,0,0,20,ENG,af721f98
9,1,0,0,0,1,0,0,0,0,0,1,0,20,ENG,b017b770
1329,212,80,2,17,141,29,77,51,5,5,5,43,20,ENG,b0b4fd3e
311,10,1,1,1,27,6,1,0,0,0,0,7,20,ENG,b0c71810
7,0,0,0,0,0,0,0,0,0,0,0,0,20,ENG,b105919e
165,51,6,0,0,27,34,11,9,2,0,2,6,20,ENG,b18095b6
544,14,10,0,3,1,4,0,0,0,0,0,0,20,ENG,b217ef29
435,36,9,1,3,67,11,9,6,0,1,2,20,20,ENG,b28bbd58
1156,29,3,1,1,68,23,0,0,0,0,3,37,20,ENG,b2bc3b1f
3,0,0,0,0,0,0,0,0,0,0,0,0,20,ENG,b2d03887
1609,271,11,3,4,51,260,0,0,0,0,4,46,20,ENG,b2d31e83
1210,19,1,10,2,48,13,1,0,0,0,2,39,20,ENG,b400bde0
0,0,0,0,0,0,0,0,0,0,0,0,0,20,ENG,b547f08c
1010,19,4,4,23,28,10,0,0,0,0,2,37,20,ENG,b561db50
209,4,0,0,3,5,0,0,0,0,0,1,4,20,ENG,b581987a
390,21,0,5,1,6,1,0,0,0,0,2,18,20,ENG,b606638c
1021,134,29,3,5,149,7,80,55,3,10,9,33,20,ENG,b63e789d
600,19,0,1,3,6,4,1,0,0,0,1,16,20,ENG,b66315ae
996,44,34,1,14,1,10,0,0,0,0,3,5,20,ENG,b682dcf6
464,35,2,3,5,69,23,10,1,6,1,0,14,20,ENG,b827d5b3
1632,108,55,3,17,63,9,42,16,15,0,2,31,20,ENG,b853e0ad
271,70,1,0,1,30,69,0,0,0,0,1,18,20,ENG,b937e490
1158,3,2,0,9,26,1,0,0,0,0,5,30,20,ENG,b9fbae28
745,30,0,2,4,8,0,0,0,0,0,4,15,20,ENG,ba115a40
1083,102,37,0,9,19,65,0,0,0,0,2,21,20,ENG,ba23a904
154,75,34,0,0,0,0,0,0,0,0,1,0,20,ENG,ba3ca78f
532,90,8,1,15,67,63,15,9,4,0,0,16,20,ENG,bb5fbd2b
723,117,10,5,2,67,98,9,4,5,0,5,25,20,ENG,bc7dc64d
1049,104,8,0,5,47,96,0,0,0,0,4,15,20,ENG,bd6351cd
108,73,20,0,1,0,0,0,0,0,0,1,0,20,ENG,bdedffac
571,177,26,0,3,62,115,36,14,9,10,4,14,20,ENG,be927d03
6,0,0,0,0,0,0,0,0,0,0,0,1,20,ENG,bf59c794
785,36,14,1,8,0,22,0,0,0,0,4,11,20,ENG,bf8fad51
373,4,0,0,5,7,3,0,0,0,0,2,11,20,ENG,bfae110f
584,8,1,0,0,99,1,0,0,0,0,2,23,20,ENG,bfdb33aa
254,3,2,1,2,2,0,0,0,0,0,1,4,20,ENG,c0027d2d
1220,106,38,6,20,70,5,63,23,12,2,3,20,20,ENG,c0617e2b
911,208,4,0,0,59,204,0,0,0,0,3,40,20,ENG,c067631c
1697,110,107,12,23,5,3,0,0,0,0,9,7,20,ENG,c0e27d1a
1,0,0,0,0,0,0,0,0,0,0,0,0,20,ENG,c13c24c8
803,29,2,3,2,6,6,0,0,0,0,3,22,20,ENG,c17bfb65
213,10,5,0,1,0,0,0,0,0,0,0,0,20,ENG,c1949191
118,1,1,0,1,1,0,0,0,0,0,0,0,20,ENG,c2111b45
150,5,0,0,1,5,0,0,0,0,0,0,9,20,ENG,c24dba2a
423,97,5,0,1,9,92,0,0,0,0,2,13,20,ENG,c2f9d19f
1837,80,49,1,20,6,31,0,0,0,0,6,14,20,ENG,c40b6180
514,25,0,3,3,27,2,0,0,0,0,3,32,20,ENG,c596fcb0
1410,42,35,2,9,0,5,0,0,0,0,6,9,20,ENG,c5b7c315
214,18,3,0,1,24,1,14,6,5,0,0,7,20,ENG,c5bdb6e3
1143,23,7,6,11,49,13,1,0,1,0,4,27,20,ENG,c691bfe2
561,60,10,6,15,35,11,20,12,1,0,3,25,20,ENG,c6dc9ecd
11,4,0,0,0,3,1,3,0,2,0,0,0,20,ENG,c8387671
727,69,46,1,38,12,23,0,0,0,0,8,7,20,ENG,c8aa95da
263,6,0,3,3,2,0,0,0,0,0,1,15,20,ENG,c92e1a31
788,11,1,4,3,96,5,4,1,3,0,3,43,20,ENG,c931d9f9
800,50,10,1,2,38,11,0,0,0,0,3,25,20,ENG,c951a6df
137,2,0,1,0,2,0,0,0,0,0,0,4,20,ENG,caa1a7f0
262,8,5,0,2,0,3,0,0,0,0,1,4,20,ENG,caffaf5a
792,278,9,0,3,88,269,0,0,0,0,5,32,20,ENG,cc2d7ad5
2573,645,87,5,103,382,396,162,45,76,2,12,69,20,ENG,cd1acf9d
2049,35,31,0,31,0,4,0,0,0,0,3,8,20,ENG,ce4246f5
163,5,0,0,0,1,2,0,0,0,0,0,2,20,ENG,ce5143da
760,75,14,4,3,7,18,4,0,0,0,6,34,20,ENG,cea4ee8f
1427,83,5,4,10,44,38,1,0,0,0,3,49,20,ENG,cee31595
32,3,1,0,0,6,2,0,0,0,0,0,1,20,ENG,cfd5e123
1028,44,28,2,17,2,12,0,0,0,0,2,11,20,ENG,d0042ab9
735,472,177,0,3,0,0,0,0,0,0,14,0,20,ENG,d0b3ceb9
384,8,6,0,3,22,2,0,0,0,0,0,7,20,ENG,d0b6129f
100,1,1,0,1,0,0,0,0,0,0,1,0,20,ENG,d0f72bf1
1715,302,34,3,12,103,260,8,1,3,0,4,45,20,ENG,d2424d1b
16,3,0,0,0,1,0,0,0,0,0,0,0,20,ENG,d2d74d9c
1149,62,19,1,10,14,43,0,0,0,0,5,22,20,ENG,d328a254
58,13,1,0,1,1,12,0,0,0,0,0,2,20,ENG,d484c261
180,26,1,0,1,4,25,0,0,0,0,1,3,20,ENG,d4cb83cc
1518,333,3,1,11,45,330,0,0,0,0,3,41,20,ENG,d557d734
832,128,33,2,3,174,16,64,32,20,0,4,29,20,ENG,d56543a0
881,28,0,7,1,89,3,1,0,0,0,3,32,20,ENG,d5dd5f1f
576,132,14,0,2,20,118,0,0,0,0,2,13,20,ENG,d7492450
